"PID","CITY","ZIPCODE","LUC","OWN_OCC","LIVING_AREA","YR_BUILT","EXT_COND","BED_RMS","FULL_BTH","VALUE_2015","VALUE_2016","VALUE_2017","VALUE_2018","VALUE_2019","VALUE_2020","VALUE_2021"
101470000,"EAST BOSTON","02128",101,"Y",2029,1937,"A - Average",4,2,288600,328800,328800,391900,431000,482700,583400
101474000,"EAST BOSTON","02128",101,"Y",1188,1958,"A - Average",3,1,295600,337900,337900,384900,423400,474200,565900
101475000,"EAST BOSTON","02128",101,"Y",3252,1918,"G - Good",4,2,585400,590300,590300,649400,714300,800900,1109400
101476000,"EAST BOSTON","02128",101,"Y",1540,1920,"F - Fair",3,1,331400,380400,380400,418500,460300,522100,6e+05
101477000,"EAST BOSTON","02128",101,"Y",2121,1920,"A - Average",3,1,471200,492400,487600,536400,590000,657700,858600
101479000,"EAST BOSTON","02128",101,"Y",1567,1925,"A - Average",3,1,349300,394100,394100,431400,474500,534600,676700
101481000,"EAST BOSTON","02128",101,"N",2371,1932,"A - Average",4,3,476700,502900,502900,553200,608500,682700,816900
101483000,"EAST BOSTON","02128",101,"N",2017,1915,"A - Average",5,3,431500,459100,459100,488800,568100,637100,853800
101484000,"EAST BOSTON","02128",101,"N",1716,1919,"A - Average",3,1,356000,391300,391300,424100,466500,523700,630100
101497000,"EAST BOSTON","02128",101,"Y",1789,1950,"G - Good",4,2,349500,391200,390800,474900,522400,587600,714100
101511000,"EAST BOSTON","02128",101,"Y",1104,1952,"A - Average",3,1,300600,315700,315700,347300,382000,427700,522700
101511001,"EAST BOSTON","02128",101,"N",802,1930,"A - Average",2,1,276200,321700,321700,353800,389200,436200,515300
101511004,"EAST BOSTON","02128",101,"N",781,1932,"A - Average",2,1,255600,296100,296100,325700,358300,401200,461500
101511005,"EAST BOSTON","02128",101,"N",1104,1925,"F - Fair",2,1,254000,318100,318100,349900,384900,431200,479400
101515000,"EAST BOSTON","02128",101,"N",1286,1926,"F - Fair",3,1,244800,290200,290200,319200,351200,399400,433500
101521001,"EAST BOSTON","02128",101,"N",1568,1910,"F - Fair",4,2,185300,224600,224600,247100,354812,397300,452200
101522000,"EAST BOSTON","02128",101,"N",1438,1910,"F - Fair",4,1,180100,223200,223200,245500,259600,290700,322200
101537000,"EAST BOSTON","02128",101,"Y",1820,1987,"A - Average",3,2,353600,405700,405700,391900,431100,483000,634300
101547000,"EAST BOSTON","02128",101,"Y",2200,1980,"A - Average",5,3,319500,363200,363200,388900,427800,556000,652000
101549000,"EAST BOSTON","02128",101,"Y",1032,1974,"A - Average",2,1,237600,282200,282200,278200,306000,342600,421500
101550000,"EAST BOSTON","02128",101,"Y",2226,1960,"A - Average",4,3,426100,460600,460600,505900,556500,571500,720100
101552000,"EAST BOSTON","02128",101,"N",1232,1967,"A - Average",3,2,335100,354200,354200,389600,428500,476100,599000
101553000,"EAST BOSTON","02128",101,"Y",2052,1963,"A - Average",3,2,310500,351700,351700,370400,407400,456300,557800
101557000,"EAST BOSTON","02128",101,"Y",2285,1963,"A - Average",3,3,391300,439100,439100,483100,531400,595000,697200
101589000,"EAST BOSTON","02128",101,"Y",2632,1945,"A - Average",4,2,395800,419100,419100,461000,507100,570000,675200
101688000,"EAST BOSTON","02128",101,"N",1228,1900,"A - Average",3,1,246400,280900,280900,309000,339900,348900,494300
101688002,"EAST BOSTON","02128",101,"Y",1784,1900,"A - Average",2,1,306800,343500,343500,377900,415700,465400,550100
101693000,"EAST BOSTON","02128",101,"Y",1233,1953,"G - Good",2,1,384600,411700,411700,452900,498200,557800,629400
101696000,"EAST BOSTON","02128",101,"N",2159,1900,"A - Average",3,1,276300,311100,311100,342200,376400,421600,512500
101697000,"EAST BOSTON","02128",101,"Y",1336,1910,"A - Average",2,1,235100,262300,262300,288500,317300,355400,419900
101700000,"EAST BOSTON","02128",101,"Y",2488,1910,"A - Average",4,2,350000,372600,372600,409800,450800,504900,569100
101703000,"EAST BOSTON","02128",101,"Y",1895,1910,"A - Average",5,2,296400,315500,315500,347100,381800,427500,513600
101706000,"EAST BOSTON","02128",101,"Y",1550,1900,"G - Good",5,2,331100,361000,361000,397000,436800,489900,567900
101707000,"EAST BOSTON","02128",101,"Y",1376,1900,"A - Average",3,1,265900,270100,270100,297100,326800,365900,479600
101708000,"EAST BOSTON","02128",101,"Y",816,1940,"A - Average",3,1,257700,282500,282500,310700,341800,383500,502800
101711000,"EAST BOSTON","02128",101,"Y",2128,1917,"G - Good",4,1,338500,366500,366500,403200,443500,496600,647400
101733000,"EAST BOSTON","02128",101,"Y",1224,1959,"F - Fair",3,1,285400,294200,294200,323700,356000,381300,443800
101736000,"EAST BOSTON","02128",101,"Y",2312,1995,"A - Average",4,1,373600,363200,363200,399500,439500,492100,625500
101739000,"EAST BOSTON","02128",101,"Y",993,1950,"A - Average",2,1,253200,251800,251800,276900,304600,341000,427900
101748000,"EAST BOSTON","02128",101,"Y",2008,1999,"G - Good",3,1,467100,477600,477600,525300,577800,647100,881300
101756000,"EAST BOSTON","02128",101,"Y",5630,1915,"A - Average",5,4,825400,809500,809500,890500,979500,1097600,1639300
101757010,"EAST BOSTON","02128",101,"Y",1392,2011,"G - Good",2,2,393400,413300,432100,475300,659300,738300,866300
101757020,"EAST BOSTON","02128",101,"Y",1392,2011,"G - Good",2,2,392900,414200,431700,474900,658800,737800,865600
101757030,"EAST BOSTON","02128",101,"Y",1624,2006,"G - Good",3,2,392800,429800,449800,494800,714600,800200,932800
101757040,"EAST BOSTON","02128",101,"Y",1624,2006,"G - Good",3,2,393400,430500,450500,495600,715500,801200,934100
101763000,"EAST BOSTON","02128",101,"Y",1494,1943,"A - Average",4,2,365800,383700,383700,422000,464200,522400,639800
101767001,"EAST BOSTON","02128",101,"N",1370,1920,"A - Average",3,2,350900,377000,377000,414700,456200,511000,638000
101772000,"EAST BOSTON","02128",101,"Y",1904,1950,"G - Good",4,2,404600,423100,423100,465400,511900,573800,745800
101779000,"EAST BOSTON","02128",101,"Y",1196,1989,"A - Average",3,1,282600,270500,270500,297600,327400,366700,525600
101780000,"EAST BOSTON","02128",101,"Y",1719,1960,"A - Average",2,1,298700,300600,300600,330700,363800,407000,529600
101781000,"EAST BOSTON","02128",101,"Y",1680,1934,"G - Good",4,1,453400,437500,437500,481200,529400,592800,792700
101782000,"EAST BOSTON","02128",101,"Y",168,1960,"A - Average",4,2,425700,422200,422200,464400,512900,487600,552300
101783000,"EAST BOSTON","02128",101,"N",1389,1920,"G - Good",4,2,287200,300300,421100,463300,509600,570600,701000
101785000,"EAST BOSTON","02128",101,"Y",2983,1965,"A - Average",5,3,452300,433600,433600,477000,524700,591800,816200
101786000,"EAST BOSTON","02128",101,"N",1178,1940,"A - Average",4,1,295400,298400,298400,328200,361000,404200,507100
101787000,"EAST BOSTON","02128",101,"Y",1240,1885,"A - Average",3,2,339100,350400,350400,385400,424000,474800,540100
101789000,"EAST BOSTON","02128",101,"Y",1350,1968,"G - Good",2,1,358000,370000,370000,407000,447700,501300,634900
101791000,"EAST BOSTON","02128",101,"Y",2730,1963,"A - Average",3,3,470000,474800,474800,522300,574500,641400,814700
101798000,"EAST BOSTON","02128",101,"N",1260,1910,"A - Average",3,1,283700,301600,301600,331800,365000,409100,506400
101805000,"EAST BOSTON","02128",101,"Y",1846,1910,"A - Average",3,2,278700,313500,313500,344900,387400,439700,554300
101823000,"EAST BOSTON","02128",101,"Y",1402,1910,"A - Average",3,1,243100,249100,249100,274000,301400,337500,452800
101834000,"EAST BOSTON","02128",101,"N",2364,1915,"A - Average",3,2,388400,423100,423100,465400,511900,573400,754000
101836000,"EAST BOSTON","02128",101,"Y",1513,1915,"G - Good",4,1,265300,293800,293800,348600,383400,429800,573400
101843000,"EAST BOSTON","02128",101,"Y",1823,1915,"F - Fair",3,1,328400,364000,364000,390300,429300,480700,566700
101845000,"EAST BOSTON","02128",101,"Y",1236,1900,"A - Average",3,1,265400,299500,299500,328300,361100,404900,511300
101846000,"EAST BOSTON","02128",101,"Y",1859,1940,"A - Average",3,2,283300,340800,340800,367100,403800,452200,501600
101858000,"EAST BOSTON","02128",101,"N",1100,1960,"A - Average",5,2,299400,324300,324300,342700,376900,422200,570700
101860000,"EAST BOSTON","02128",101,"N",1188,1900,"A - Average",3,1,252600,289900,289900,318900,350800,392900,473600
101861000,"EAST BOSTON","02128",101,"Y",1742,1900,"A - Average",4,2,456300,490300,444300,488700,537600,601700,799200
101862000,"EAST BOSTON","02128",101,"Y",3819,1900,"G - Good",4,2,389000,441200,473300,520600,572600,641900,810000
101865000,"EAST BOSTON","02128",101,"Y",1511,1890,"A - Average",3,2,293700,322900,322900,418400,460300,515400,670400
101867000,"EAST BOSTON","02128",101,"Y",936,1918,"A - Average",3,1,335300,352000,352000,387100,425900,476900,549300
101879000,"EAST BOSTON","02128",101,"Y",1938,1910,"G - Good",3,2,460300,474900,474900,522400,574700,643600,841700
101881000,"EAST BOSTON","02128",101,"N",1572,1900,"F - Fair",3,2,273000,336300,336300,369900,368100,412200,458900
101885000,"EAST BOSTON","02128",101,"Y",1672,1900,"A - Average",3,1,287400,328100,328100,360900,397000,444600,516800
101886000,"EAST BOSTON","02128",101,"Y",1824,1900,"G - Good",3,1,322900,348500,354600,390100,429100,480500,577200
101887000,"EAST BOSTON","02128",101,"Y",2174,1900,"A - Average",3,2,263500,296700,383200,417000,458700,513700,654600
101888000,"EAST BOSTON","02128",101,"Y",1824,1900,"A - Average",3,2,350700,372700,372700,380900,419000,469200,574800
101901000,"EAST BOSTON","02128",101,"Y",2407,1915,"A - Average",4,2,401500,415100,415100,456600,502300,565000,776700
101902000,"EAST BOSTON","02128",101,"Y",2379,1915,"A - Average",4,1,321000,371800,371800,409000,449900,504100,632100
101903000,"EAST BOSTON","02128",101,"Y",1934,1920,"G - Good",4,1,327900,358700,358700,394500,451800,505900,619400
101905000,"EAST BOSTON","02128",101,"N",2457,1928,"A - Average",2,1,362100,404500,404500,444900,489400,546700,686500
101907000,"EAST BOSTON","02128",101,"N",528,1938,"F - Fair",2,1,216700,247400,247400,272200,299400,335300,354000
101908000,"EAST BOSTON","02128",101,"N",1553,1920,"A - Average",3,1,321600,293100,293100,322400,354600,397100,595600
101914000,"EAST BOSTON","02128",101,"Y",1781,1936,"A - Average",3,1,438600,442700,442700,503100,553400,626400,772300
101918000,"EAST BOSTON","02128",101,"N",1118,1950,"A - Average",4,2,276500,319000,319000,350900,386000,540600,686400
101926000,"EAST BOSTON","02128",101,"Y",1382,1930,"A - Average",2,1,320800,358700,358700,365300,401800,450100,582800
101948000,"EAST BOSTON","02128",101,"Y",1408,1925,"A - Average",2,2,305000,353100,353100,364100,400600,448500,566400
101957000,"EAST BOSTON","02128",101,"Y",1940,1910,"A - Average",3,3,487100,496000,496000,503900,554300,620200,742900
101976000,"EAST BOSTON","02128",101,"Y",1546,1915,"A - Average",3,1,437400,449300,449300,494200,543600,608800,698200
101977000,"EAST BOSTON","02128",101,"Y",1546,1915,"G - Good",3,1,422000,441100,441100,485200,533700,597700,675900
101981000,"EAST BOSTON","02128",101,"Y",1565,1955,"A - Average",3,1,399500,397100,397100,436800,480500,537900,665200
101999000,"EAST BOSTON","02128",101,"Y",1420,1940,"G - Good",3,1,464800,453700,453700,499100,549000,614700,737500
1.02e+08,"EAST BOSTON","02128",101,"Y",1786,1979,"G - Good",4,2,491000,468100,468100,514900,566400,634700,736200
102002000,"EAST BOSTON","02128",101,"Y",2039,1942,"A - Average",3,2,508700,518400,518400,623100,685500,768400,789200
102003000,"EAST BOSTON","02128",101,"Y",1938,1934,"A - Average",3,1,459300,453400,453400,498800,548700,614400,735400
102007000,"EAST BOSTON","02128",101,"Y",1889,1925,"A - Average",3,1,450300,438400,438400,482300,530500,597300,710200
102009000,"EAST BOSTON","02128",101,"Y",1940,1935,"G - Good",3,1,463400,463000,463000,509300,560200,627400,722400
102013000,"EAST BOSTON","02128",101,"Y",2113,1955,"G - Good",4,2,513000,518100,518100,569900,626900,709200,892600
102014000,"EAST BOSTON","02128",101,"Y",2923,1920,"G - Good",3,1,675300,667900,667900,670800,737900,828900,1085800
102015000,"EAST BOSTON","02128",101,"N",3404,1948,"A - Average",2,2,517900,545600,545600,600200,660200,739200,934600
102016000,"EAST BOSTON","02128",101,"Y",1820,1920,"G - Good",3,2,506200,468700,468700,515500,567100,635500,807300
102017000,"EAST BOSTON","02128",101,"Y",2534,1935,"A - Average",3,1,486800,507000,507000,557700,613400,686800,801400
102019000,"EAST BOSTON","02128",101,"Y",2324,1925,"G - Good",3,2,593700,569400,569400,626400,689000,771700,985500
102020000,"EAST BOSTON","02128",101,"N",1898,1925,"A - Average",3,3,467500,459700,459700,492500,541800,670700,802100
102025000,"EAST BOSTON","02128",101,"Y",1838,1936,"G - Good",2,1,369800,377200,377200,415000,456500,511100,643200
102029000,"EAST BOSTON","02128",101,"Y",1892,1925,"A - Average",2,2,335800,363700,363700,400100,440100,492800,631500
102035000,"EAST BOSTON","02128",101,"N",1600,1910,"A - Average",3,1,223000,233900,233900,257300,283100,403800,550500
102068000,"EAST BOSTON","02128",101,"Y",979,1893,"G - Good",2,1,304100,312600,312600,343900,378300,423400,498600
102071000,"EAST BOSTON","02128",101,"Y",2112,1915,"A - Average",3,2,346800,379600,379600,417600,459300,514300,635300
102076000,"EAST BOSTON","02128",101,"Y",2784,1928,"A - Average",3,2,433400,456600,456600,502300,552500,618700,821000
102076001,"EAST BOSTON","02128",101,"N",1696,1932,"A - Average",3,1,253800,306400,306400,337000,370700,415100,535100
102077000,"EAST BOSTON","02128",101,"Y",2503,1939,"A - Average",3,1,309800,365300,365300,442700,486900,545500,682400
102078000,"EAST BOSTON","02128",101,"Y",1280,1950,"A - Average",3,2,312600,348100,348100,402100,442300,495600,637700
102079000,"EAST BOSTON","02128",101,"Y",1295,1950,"G - Good",3,1,292800,319000,319000,350900,386000,432600,508400
102080000,"EAST BOSTON","02128",101,"Y",1806,1935,"A - Average",3,1,425600,444900,444900,489400,538400,602900,786400
102082000,"EAST BOSTON","02128",101,"N",3539,1940,"G - Good",3,3,579300,596100,596100,655700,721300,808000,1107700
102083000,"EAST BOSTON","02128",101,"Y",1115,1948,"A - Average",3,1,320100,335600,335600,320000,352800,401000,475700
102085000,"EAST BOSTON","02128",101,"Y",1221,1960,"A - Average",3,1,296700,322400,322400,354600,390100,436800,586500
102086000,"EAST BOSTON","02128",101,"Y",1242,1930,"A - Average",3,1,377400,383400,383400,421800,464000,522800,633700
102087000,"EAST BOSTON","02128",101,"Y",1128,1930,"A - Average",2,1,277800,295600,295600,325100,357600,400500,496300
102088000,"EAST BOSTON","02128",101,"Y",1534,1920,"A - Average",3,1,346900,360100,360100,385500,424000,474800,591800
102089000,"EAST BOSTON","02128",101,"N",2470,1920,"A - Average",3,1,377700,420800,420800,424300,466700,522600,690000
102090000,"EAST BOSTON","02128",101,"Y",1731,1920,"A - Average",3,2,341800,378500,378500,403400,443800,497300,612300
102091000,"EAST BOSTON","02128",101,"Y",2034,1951,"A - Average",3,2,382800,419600,449500,494400,543900,609000,752000
102092000,"EAST BOSTON","02128",101,"Y",1632,1945,"G - Good",2,1,332000,364700,364700,401100,466100,526900,629000
102093000,"EAST BOSTON","02128",101,"Y",1766,1950,"G - Good",3,2,480800,508500,508500,568300,625200,698700,918500
102094000,"EAST BOSTON","02128",101,"Y",2540,1928,"G - Good",3,2,532500,524300,524300,608700,669500,749700,978400
102095000,"EAST BOSTON","02128",101,"Y",1683,1947,"A - Average",3,2,381700,386500,386500,425200,467700,523700,684600
102096000,"EAST BOSTON","02128",101,"Y",972,1952,"A - Average",2,1,331800,357800,357800,393500,432900,484900,642000
102097010,"EAST BOSTON","02128",101,"Y",2016,2004,"G - Good",3,2,453500,491900,491900,541100,595200,666300,884000
102098010,"EAST BOSTON","02128",101,"N",2774,1927,"A - Average",4,2,528100,548700,548700,603500,663900,742000,1026200
102102000,"EAST BOSTON","02128",101,"Y",1626,1948,"G - Good",3,2,455400,464100,464100,503100,553400,643000,833800
102105000,"EAST BOSTON","02128",101,"Y",1142,1945,"A - Average",3,1,250500,274700,274700,302200,340300,381100,463500
102106000,"EAST BOSTON","02128",101,"N",1225,1952,"A - Average",3,1,291600,319000,319000,350900,386000,432200,528800
102107000,"EAST BOSTON","02128",101,"Y",1768,1933,"A - Average",4,1,339200,346800,346800,381400,419600,469800,582700
102108000,"EAST BOSTON","02128",101,"Y",1978,1948,"A - Average",3,2,343800,419100,419100,461000,507100,567900,753700
102109000,"EAST BOSTON","02128",101,"Y",2311,1961,"A - Average",3,1,356800,383600,383600,361200,397300,445200,581300
102110000,"EAST BOSTON","02128",101,"Y",1394,1952,"G - Good",3,2,322300,349100,349100,384000,422500,473100,569500
102112000,"EAST BOSTON","02128",101,"Y",1534,1933,"A - Average",3,1,360900,368200,368200,405000,445600,499000,637700
102114000,"EAST BOSTON","02128",101,"Y",1532,1930,"G - Good",3,1,382000,392700,392700,432000,475200,532300,659600
102115000,"EAST BOSTON","02128",101,"Y",966,1976,"A - Average",3,1,253900,263300,263300,289700,318600,357100,494500
102116000,"EAST BOSTON","02128",101,"Y",1150,1960,"A - Average",4,2,293500,335200,335200,334000,367400,413900,538800
102117000,"EAST BOSTON","02128",101,"Y",2100,2001,"A - Average",3,1,411800,423800,423800,466200,512800,574300,775500
102118000,"EAST BOSTON","02128",101,"Y",1099,1950,"G - Good",2,1,327100,346500,346500,381200,419300,470700,576100
102128000,"EAST BOSTON","02128",101,"Y",1416,1980,"A - Average",3,2,441200,437500,437500,426700,469300,527000,676400
102131000,"EAST BOSTON","02128",101,"Y",1176,1964,"G - Good",3,2,264800,342800,342800,377100,414800,466800,617100
102132000,"EAST BOSTON","02128",101,"N",1417,1928,"A - Average",3,1,342000,372000,372000,369200,406100,468800,572200
102133000,"EAST BOSTON","02128",101,"Y",2476,1930,"A - Average",5,1,393200,392000,392000,458800,504600,593400,727900
102135000,"EAST BOSTON","02128",101,"Y",2000,1928,"A - Average",4,1,449300,448300,448300,489100,533400,591100,710900
102197000,"EAST BOSTON","02128",101,"Y",2197,1958,"A - Average",4,2,437300,443500,443500,487800,504100,564600,806500
102199000,"EAST BOSTON","02128",101,"Y",2846,1989,"G - Good",5,1,440700,474100,474100,521500,573600,642700,872900
102200000,"EAST BOSTON","02128",101,"N",1949,1968,"A - Average",3,1,269600,315400,315400,347000,381700,427800,562200
102201000,"EAST BOSTON","02128",101,"N",3457,1963,"G - Good",5,3,544500,580400,580400,638400,702300,784100,1077800
102206000,"EAST BOSTON","02128",101,"N",1116,1925,"F - Fair",3,1,183400,229500,229500,252500,277700,311000,350900
102208000,"EAST BOSTON","02128",101,"Y",1100,1952,"A - Average",3,1,205600,237900,237900,261700,287800,322400,394600
102209000,"EAST BOSTON","02128",101,"Y",1050,1951,"A - Average",3,1,222500,248000,248000,253300,278600,312100,380700
102210000,"EAST BOSTON","02128",101,"N",918,1962,"A - Average",1,1,182100,227100,227100,249800,274800,307800,383300
102211000,"EAST BOSTON","02128",101,"Y",1120,1960,"A - Average",3,1,264100,266800,266800,293500,322900,361600,457400
102214000,"EAST BOSTON","02128",101,"Y",1446,1960,"A - Average",3,1,247100,258600,258600,284500,312900,350500,463800
102217000,"EAST BOSTON","02128",101,"Y",1786,1955,"A - Average",5,3,419300,432500,432500,449200,475000,532500,604100
102219000,"EAST BOSTON","02128",101,"Y",1625,1952,"G - Good",3,2,328700,355700,355700,391200,430400,482000,539400
102220000,"EAST BOSTON","02128",101,"N",1387,1951,"A - Average",2,1,298000,320600,320600,352700,388000,434500,519900
102225000,"EAST BOSTON","02128",101,"Y",1489,1955,"A - Average",3,2,297400,326600,326600,359200,395100,442400,573800
102226000,"EAST BOSTON","02128",101,"Y",1458,2001,"A - Average",2,2,344200,358300,358300,394100,433500,467400,577300
102227000,"EAST BOSTON","02128",101,"Y",1402,1932,"G - Good",3,2,373800,390500,390500,429600,472600,530600,660300
102228000,"EAST BOSTON","02128",101,"Y",2352,1920,"A - Average",5,1,296100,339400,339400,373300,410600,460800,574500
